sub_id,name,face_id,node_id,race,gender,race_id,gender_id
9,7,CFD-AM-220-134-N.jpg,7,asian,male,1,2
9,8,CFD-WM-237-052-N.jpg,8,white,male,4,2
9,9,CFD-BM-246-192-N.jpg,9,black,male,2,2
9,10,CFD-WF-247-065-N.jpg,10,white,female,4,1
9,11,CFD-BF-207-004-N.jpg,11,black,female,2,1
9,12,CFD-BM-203-001-N.jpg,12,black,male,2,2
9,13,CFD-LF-214-090-N.jpg,13,latinx,female,3,1
10,1,CFD-WF-219-038-N.jpg,1,white,female,4,1
10,2,CFD-WM-234-118-N.jpg,2,white,male,4,2
10,3,CFD-AF-240-206-N.jpg,3,asian,female,1,1
10,4,CFD-LF-201-035-N.jpg,4,latinx,female,3,1
10,5,CFD-LM-200-045-N.jpg,5,latinx,male,3,2
10,6,CFD-LF-226-174-N.jpg,6,latinx,female,3,1
10,7,CFD-AF-229-160-N.jpg,7,asian,female,1,1
10,8,CFD-BF-201-080-N.jpg,8,black,female,2,1
10,9,CFD-WM-232-070-N.jpg,9,white,male,4,2
10,10,CFD-AM-228-214-N.jpg,10,asian,male,1,2
10,11,CFD-WF-243-148-N.jpg,11,white,female,4,1
10,12,CFD-BM-226-276-N.jpg,12,black,male,2,2
10,13,CFD-BM-247-240-N.jpg,13,black,male,2,2
11,1,CFD-LM-241-125-N.jpg,1,latinx,male,3,2
11,2,CFD-WM-247-084-N.jpg,2,white,male,4,2
11,3,CFD-AF-250-200-N.jpg,3,asian,female,1,1
11,4,CFD-BF-249-091-N.jpg,4,black,female,2,1
11,5,CFD-BM-229-209-N.jpg,5,black,male,2,2
11,6,CFD-AM-246-184-N.jpg,6,asian,male,1,2
11,7,CFD-LM-214-165-N.jpg,7,latinx,male,3,2
11,8,CFD-LF-232-199-N.jpg,8,latinx,female,3,1
11,9,CFD-LF-250-169-N.jpg,9,latinx,female,3,1
11,10,CFD-WF-201-156-N.jpg,10,white,female,4,1
11,11,CFD-AM-228-214-N.jpg,11,asian,male,1,2
11,12,CFD-WM-234-118-N.jpg,12,white,male,4,2
11,13,CFD-AF-201-060-N.jpg,13,asian,female,1,1
12,1,CFD-LM-216-082-N.jpg,1,latinx,male,3,2
12,2,CFD-BF-235-168-N.jpg,2,black,female,2,1
12,3,CFD-LF-228-125-N.jpg,3,latinx,female,3,1
12,4,CFD-BM-247-240-N.jpg,4,black,male,2,2
12,5,CFD-LM-231-214-N.jpg,5,latinx,male,3,2
12,6,CFD-WF-223-133-N.jpg,6,white,female,4,1
12,7,CFD-WM-229-129-N.jpg,7,white,male,4,2
12,8,CFD-BM-204-003-N.jpg,8,black,male,2,2
12,9,CFD-AF-228-173-N.jpg,9,asian,female,1,1
12,10,CFD-AF-240-206-N.jpg,10,asian,female,1,1
12,11,CFD-LF-227-054-N.jpg,11,latinx,female,3,1
12,12,CFD-AM-211-052-N.jpg,12,asian,male,1,2
12,13,CFD-AM-238-269-N.jpg,13,asian,male,1,2
13,1,CFD-LM-216-082-N.jpg,1,latinx,male,3,2
13,2,CFD-AM-201-076-N.jpg,2,asian,male,1,2
13,3,CFD-WF-244-163-N.jpg,3,white,female,4,1
13,4,CFD-LF-212-066-N.jpg,4,latinx,female,3,1
13,5,CFD-AF-247-278-N.jpg,5,asian,female,1,1
13,6,CFD-LF-213-079-N.jpg,6,latinx,female,3,1
13,7,CFD-WF-212-050-N.jpg,7,white,female,4,1
13,8,CFD-WM-245-123-N.jpg,8,white,male,4,2
13,9,CFD-BF-244-231-N.jpg,9,black,female,2,1
13,10,CFD-BM-229-209-N.jpg,10,black,male,2,2
13,11,CFD-WM-219-008-N.jpg,11,white,male,4,2
13,12,CFD-LM-210-156-N.jpg,12,latinx,male,3,2
13,13,CFD-BM-204-003-N.jpg,13,black,male,2,2
14,1,CFD-BF-242-154-N.jpg,1,black,female,2,1
14,2,CFD-WF-244-163-N.jpg,2,white,female,4,1
14,3,CFD-LM-247-095-N.jpg,3,latinx,male,3,2
14,4,CFD-AM-221-184-N.jpg,4,asian,male,1,2
14,5,CFD-LF-214-090-N.jpg,5,latinx,female,3,1
14,6,CFD-AF-226-251-N.jpg,6,asian,female,1,1
14,7,CFD-AM-229-224-N.jpg,7,asian,male,1,2
14,8,CFD-BM-207-024-N.jpg,8,black,male,2,2
14,9,CFD-WF-234-086-N.jpg,9,white,female,4,1
14,10,CFD-BF-226-119-N.jpg,10,black,female,2,1
14,11,CFD-LF-232-199-N.jpg,11,latinx,female,3,1
14,12,CFD-BM-247-240-N.jpg,12,black,male,2,2
14,13,CFD-WM-229-129-N.jpg,13,white,male,4,2
15,1,CFD-AM-221-184-N.jpg,1,asian,male,1,2
15,2,CFD-BM-246-192-N.jpg,2,black,male,2,2
15,3,CFD-LF-208-127-N.jpg,3,latinx,female,3,1
15,4,CFD-BM-247-240-N.jpg,4,black,male,2,2
15,5,CFD-AF-201-060-N.jpg,5,asian,female,1,1
15,6,CFD-WM-203-023-N.jpg,6,white,male,4,2
15,7,CFD-BF-247-179-N.jpg,7,black,female,2,1
15,8,CFD-WF-202-056-N.jpg,8,white,female,4,1
15,9,CFD-AF-222-134-N.jpg,9,asian,female,1,1
15,10,CFD-WM-239-128-N.jpg,10,white,male,4,2
15,11,CFD-LM-200-045-N.jpg,11,latinx,male,3,2
15,12,CFD-BF-223-250-N.jpg,12,black,female,2,1
15,13,CFD-LF-234-139-N.jpg,13,latinx,female,3,1
16,1,CFD-LM-241-125-N.jpg,1,latinx,male,3,2
16,2,CFD-WM-247-084-N.jpg,2,white,male,4,2
16,3,CFD-AF-250-200-N.jpg,3,asian,female,1,1
16,4,CFD-BF-249-091-N.jpg,4,black,female,2,1
16,5,CFD-BM-229-209-N.jpg,5,black,male,2,2
16,6,CFD-AM-246-184-N.jpg,6,asian,male,1,2
16,7,CFD-LM-214-165-N.jpg,7,latinx,male,3,2
16,8,CFD-LF-232-199-N.jpg,8,latinx,female,3,1
16,9,CFD-LF-250-169-N.jpg,9,latinx,female,3,1
16,10,CFD-WF-201-156-N.jpg,10,white,female,4,1
16,11,CFD-AM-228-214-N.jpg,11,asian,male,1,2
16,12,CFD-WM-234-118-N.jpg,12,white,male,4,2
16,13,CFD-AF-201-060-N.jpg,13,asian,female,1,1
17,1,CFD-LF-213-079-N.jpg,1,latinx,female,3,1
17,2,CFD-WM-231-112-N.jpg,2,white,male,4,2
17,3,CFD-WM-211-054-N.jpg,3,white,male,4,2
17,4,CFD-BF-201-080-N.jpg,4,black,female,2,1
17,5,CFD-LM-216-082-N.jpg,5,latinx,male,3,2
17,6,CFD-BF-223-250-N.jpg,6,black,female,2,1
17,7,CFD-LF-210-220-N.jpg,7,latinx,female,3,1
17,8,CFD-WF-232-161-N.jpg,8,white,female,4,1
17,9,CFD-LM-241-125-N.jpg,9,latinx,male,3,2
17,10,CFD-BM-239-136-N.jpg,10,black,male,2,2
17,11,CFD-AF-208-003-N.jpg,11,asian,female,1,1
17,12,CFD-AM-234-355-N.jpg,12,asian,male,1,2
17,13,CFD-AM-201-076-N.jpg,13,asian,male,1,2
18,1,CFD-AM-207-108-N.jpg,1,asian,male,1,2
18,2,CFD-BM-214-075-N.jpg,2,black,male,2,2
18,3,CFD-BF-223-250-N.jpg,3,black,female,2,1
18,4,CFD-AF-226-251-N.jpg,4,asian,female,1,1
18,5,CFD-WM-229-129-N.jpg,5,white,male,4,2
18,6,CFD-LF-223-064-N.jpg,6,latinx,female,3,1
18,7,CFD-BF-221-223-N.jpg,7,black,female,2,1
18,8,CFD-LF-232-199-N.jpg,8,latinx,female,3,1
18,9,CFD-LM-244-068-N.jpg,9,latinx,male,3,2
18,10,CFD-AF-222-134-N.jpg,10,asian,female,1,1
18,11,CFD-WF-211-001-N.jpg,11,white,female,4,1
18,12,CFD-LM-214-165-N.jpg,12,latinx,male,3,2
18,13,CFD-AM-220-134-N.jpg,13,asian,male,1,2
19,1,CFD-AF-208-003-N.jpg,1,asian,female,1,1
19,2,CFD-WM-235-147-N.jpg,2,white,male,4,2
19,3,CFD-BM-207-024-N.jpg,3,black,male,2,2
19,4,CFD-BF-222-240-N.jpg,4,black,female,2,1
19,5,CFD-BF-217-189-N.jpg,5,black,female,2,1
19,6,CFD-AM-211-052-N.jpg,6,asian,male,1,2
19,7,CFD-LF-252-172-N.jpg,7,latinx,female,3,1
19,8,CFD-LF-208-127-N.jpg,8,latinx,female,3,1
19,9,CFD-WF-247-065-N.jpg,9,white,female,4,1
19,10,CFD-LM-252-076-N.jpg,10,latinx,male,3,2
19,11,CFD-WM-230-131-N.jpg,11,white,male,4,2
19,12,CFD-AM-228-214-N.jpg,12,asian,male,1,2
19,13,CFD-LM-200-045-N.jpg,13,latinx,male,3,2
20,1,CFD-WF-212-050-N.jpg,1,white,female,4,1
20,2,CFD-AF-202-122-N.jpg,2,asian,female,1,1
20,3,CFD-BM-207-024-N.jpg,3,black,male,2,2
20,4,CFD-WM-237-052-N.jpg,4,white,male,4,2
20,5,CFD-WM-247-084-N.jpg,5,white,male,4,2
20,6,CFD-AF-226-251-N.jpg,6,asian,female,1,1
20,7,CFD-BF-241-222-N.jpg,7,black,female,2,1
20,8,CFD-BF-217-189-N.jpg,8,black,female,2,1
20,9,CFD-LM-253-075-N.jpg,9,latinx,male,3,2
20,10,CFD-AM-238-269-N.jpg,10,asian,male,1,2
20,11,CFD-AM-228-214-N.jpg,11,asian,male,1,2
20,12,CFD-LF-222-147-N.jpg,12,latinx,female,3,1
20,13,CFD-LF-201-035-N.jpg,13,latinx,female,3,1
21,1,CFD-WF-230-158-N.jpg,1,white,female,4,1
21,2,CFD-LM-212-143-N.jpg,2,latinx,male,3,2
21,3,CFD-WM-200-034-N.jpg,3,white,male,4,2
21,4,CFD-AM-234-355-N.jpg,4,asian,male,1,2
21,5,CFD-BM-204-003-N.jpg,5,black,male,2,2
21,6,CFD-BM-229-209-N.jpg,6,black,male,2,2
21,7,CFD-LF-244-096-N.jpg,7,latinx,female,3,1
21,8,CFD-BF-226-119-N.jpg,8,black,female,2,1
21,9,CFD-AF-246-242-N.jpg,9,asian,female,1,1
21,10,CFD-WM-237-052-N.jpg,10,white,male,4,2
21,11,CFD-AM-250-149-N.jpg,11,asian,male,1,2
21,12,CFD-AF-247-278-N.jpg,12,asian,female,1,1
21,13,CFD-BF-235-168-N.jpg,13,black,female,2,1
22,1,CFD-AF-201-060-N.jpg,1,asian,female,1,1
22,2,CFD-WF-235-121-N.jpg,2,white,female,4,1
22,3,CFD-AM-221-184-N.jpg,3,asian,male,1,2
22,4,CFD-BF-247-179-N.jpg,4,black,female,2,1
22,5,CFD-WM-208-068-N.jpg,5,white,male,4,2
22,6,CFD-WF-236-107-N.jpg,6,white,female,4,1
22,7,CFD-LM-239-075-N.jpg,7,latinx,male,3,2
22,8,CFD-LF-219-223-N.jpg,8,latinx,female,3,1
22,9,CFD-BM-247-240-N.jpg,9,black,male,2,2
22,10,CFD-WM-238-020-N.jpg,10,white,male,4,2
22,11,CFD-BM-235-226-N.jpg,11,black,male,2,2
22,12,CFD-LM-208-110-N.jpg,12,latinx,male,3,2
22,13,CFD-BF-207-004-N.jpg,13,black,female,2,1
23,1,CFD-WF-211-001-N.jpg,1,white,female,4,1
23,2,CFD-WF-236-107-N.jpg,2,white,female,4,1
23,3,CFD-BF-217-189-N.jpg,3,black,female,2,1
23,4,CFD-WM-238-020-N.jpg,4,white,male,4,2
23,5,CFD-LF-201-035-N.jpg,5,latinx,female,3,1
23,6,CFD-LF-252-172-N.jpg,6,latinx,female,3,1
23,7,CFD-AM-202-079-N.jpg,7,asian,male,1,2
23,8,CFD-AF-211-066-N.jpg,8,asian,female,1,1
23,9,CFD-LM-231-214-N.jpg,9,latinx,male,3,2
23,10,CFD-WM-247-084-N.jpg,10,white,male,4,2
23,11,CFD-AF-228-173-N.jpg,11,asian,female,1,1
23,12,CFD-BM-235-226-N.jpg,12,black,male,2,2
23,13,CFD-AM-234-355-N.jpg,13,asian,male,1,2
24,1,CFD-BM-239-136-N.jpg,1,black,male,2,2
24,2,CFD-BF-207-004-N.jpg,2,black,female,2,1
24,3,CFD-BF-226-119-N.jpg,3,black,female,2,1
24,4,CFD-AF-205-155-N.jpg,4,asian,female,1,1
24,5,CFD-AF-229-160-N.jpg,5,asian,female,1,1
24,6,CFD-WF-208-068-N.jpg,6,white,female,4,1
24,7,CFD-WM-219-008-N.jpg,7,white,male,4,2
24,8,CFD-WF-207-014-N.jpg,8,white,female,4,1
24,9,CFD-BM-226-276-N.jpg,9,black,male,2,2
24,10,CFD-LF-214-090-N.jpg,10,latinx,female,3,1
24,11,CFD-AM-250-149-N.jpg,11,asian,male,1,2
24,12,CFD-LM-238-129-N.jpg,12,latinx,male,3,2
24,13,CFD-WM-200-034-N.jpg,13,white,male,4,2
25,1,CFD-WF-213-031-N.jpg,1,white,female,4,1
25,2,CFD-LF-225-164-N.jpg,2,latinx,female,3,1
25,3,CFD-AF-201-060-N.jpg,3,asian,female,1,1
25,4,CFD-LM-211-128-N.jpg,4,latinx,male,3,2
25,5,CFD-AF-234-208-N.jpg,5,asian,female,1,1
25,6,CFD-BF-201-080-N.jpg,6,black,female,2,1
25,7,CFD-WF-247-065-N.jpg,7,white,female,4,1
25,8,CFD-AM-229-224-N.jpg,8,asian,male,1,2
25,9,CFD-LF-210-220-N.jpg,9,latinx,female,3,1
25,10,CFD-WM-239-128-N.jpg,10,white,male,4,2
25,11,CFD-WM-235-147-N.jpg,11,white,male,4,2
25,12,CFD-BM-229-209-N.jpg,12,black,male,2,2
25,13,CFD-BF-221-223-N.jpg,13,black,female,2,1
26,1,CFD-LM-244-068-N.jpg,1,latinx,male,3,2
26,2,CFD-LM-211-128-N.jpg,2,latinx,male,3,2
26,3,CFD-WF-244-163-N.jpg,3,white,female,4,1
26,4,CFD-LF-234-139-N.jpg,4,latinx,female,3,1
26,5,CFD-LF-217-082-N.jpg,5,latinx,female,3,1
26,6,CFD-BM-200-046-N.jpg,6,black,male,2,2
26,7,CFD-AM-229-224-N.jpg,7,asian,male,1,2
26,8,CFD-AF-208-003-N.jpg,8,asian,female,1,1
26,9,CFD-WF-213-031-N.jpg,9,white,female,4,1
26,10,CFD-WM-237-052-N.jpg,10,white,male,4,2
26,11,CFD-WM-245-123-N.jpg,11,white,male,4,2
26,12,CFD-AF-216-106-N.jpg,12,asian,female,1,1
26,13,CFD-BF-217-189-N.jpg,13,black,female,2,1
27,1,CFD-LM-241-125-N.jpg,1,latinx,male,3,2
27,2,CFD-WF-234-086-N.jpg,2,white,female,4,1
27,3,CFD-LF-201-035-N.jpg,3,latinx,female,3,1
27,4,CFD-BM-203-001-N.jpg,4,black,male,2,2
27,5,CFD-LM-244-068-N.jpg,5,latinx,male,3,2
27,6,CFD-AM-250-149-N.jpg,6,asian,male,1,2
27,7,CFD-WM-200-034-N.jpg,7,white,male,4,2
27,8,CFD-WF-214-122-N.jpg,8,white,female,4,1
27,9,CFD-AF-234-208-N.jpg,9,asian,female,1,1
27,10,CFD-BF-247-179-N.jpg,10,black,female,2,1
27,11,CFD-WM-237-052-N.jpg,11,white,male,4,2
27,12,CFD-AM-202-079-N.jpg,12,asian,male,1,2
27,13,CFD-BM-239-136-N.jpg,13,black,male,2,2
28,1,CFD-LM-241-125-N.jpg,1,latinx,male,3,2
28,2,CFD-BF-221-223-N.jpg,2,black,female,2,1
28,3,CFD-WF-243-148-N.jpg,3,white,female,4,1
28,4,CFD-LF-254-125-N.jpg,4,latinx,female,3,1
28,5,CFD-AF-252-135-N.jpg,5,asian,female,1,1
28,6,CFD-AM-203-086-N.jpg,6,asian,male,1,2
28,7,CFD-AM-220-134-N.jpg,7,asian,male,1,2
28,8,CFD-WM-237-052-N.jpg,8,white,male,4,2
28,9,CFD-BM-246-192-N.jpg,9,black,male,2,2
28,10,CFD-WF-247-065-N.jpg,10,white,female,4,1
28,11,CFD-BF-207-004-N.jpg,11,black,female,2,1
28,12,CFD-BM-203-001-N.jpg,12,black,male,2,2
28,13,CFD-LF-214-090-N.jpg,13,latinx,female,3,1
29,1,CFD-AF-240-206-N.jpg,1,asian,female,1,1
29,2,CFD-BF-207-004-N.jpg,2,black,female,2,1
29,3,CFD-BM-207-024-N.jpg,3,black,male,2,2
29,4,CFD-WF-244-163-N.jpg,4,white,female,4,1
29,5,CFD-AF-211-066-N.jpg,5,asian,female,1,1
29,6,CFD-LM-252-076-N.jpg,6,latinx,male,3,2
29,7,CFD-LF-226-174-N.jpg,7,latinx,female,3,1
29,8,CFD-LF-207-198-N.jpg,8,latinx,female,3,1
29,9,CFD-BF-201-080-N.jpg,9,black,female,2,1
29,10,CFD-AM-234-355-N.jpg,10,asian,male,1,2
29,11,CFD-WM-247-084-N.jpg,11,white,male,4,2
29,12,CFD-WF-208-068-N.jpg,12,white,female,4,1
29,13,CFD-LM-211-128-N.jpg,13,latinx,male,3,2
30,1,CFD-BF-242-154-N.jpg,1,black,female,2,1
30,2,CFD-WF-244-163-N.jpg,2,white,female,4,1
30,3,CFD-LM-247-095-N.jpg,3,latinx,male,3,2
30,4,CFD-AM-221-184-N.jpg,4,asian,male,1,2
30,5,CFD-LF-214-090-N.jpg,5,latinx,female,3,1
30,6,CFD-AF-226-251-N.jpg,6,asian,female,1,1
30,7,CFD-AM-229-224-N.jpg,7,asian,male,1,2
30,8,CFD-BM-207-024-N.jpg,8,black,male,2,2
30,9,CFD-WF-234-086-N.jpg,9,white,female,4,1
30,10,CFD-BF-226-119-N.jpg,10,black,female,2,1
30,11,CFD-LF-232-199-N.jpg,11,latinx,female,3,1
30,12,CFD-BM-247-240-N.jpg,12,black,male,2,2
30,13,CFD-WM-229-129-N.jpg,13,white,male,4,2
31,1,CFD-LM-216-082-N.jpg,1,latinx,male,3,2
31,2,CFD-AM-201-076-N.jpg,2,asian,male,1,2
31,3,CFD-WF-244-163-N.jpg,3,white,female,4,1
31,4,CFD-LF-212-066-N.jpg,4,latinx,female,3,1
31,5,CFD-AF-247-278-N.jpg,5,asian,female,1,1
31,6,CFD-LF-213-079-N.jpg,6,latinx,female,3,1
31,7,CFD-WF-212-050-N.jpg,7,white,female,4,1
31,8,CFD-WM-245-123-N.jpg,8,white,male,4,2
31,9,CFD-BF-244-231-N.jpg,9,black,female,2,1
31,10,CFD-BM-229-209-N.jpg,10,black,male,2,2
31,11,CFD-WM-219-008-N.jpg,11,white,male,4,2
31,12,CFD-LM-210-156-N.jpg,12,latinx,male,3,2
31,13,CFD-BM-204-003-N.jpg,13,black,male,2,2
32,1,CFD-LF-229-164-N.jpg,1,latinx,female,3,1
32,2,CFD-AM-207-108-N.jpg,2,asian,male,1,2
32,3,CFD-LM-214-165-N.jpg,3,latinx,male,3,2
32,4,CFD-WF-247-065-N.jpg,4,white,female,4,1
32,5,CFD-BM-226-276-N.jpg,5,black,male,2,2
32,6,CFD-AF-229-160-N.jpg,6,asian,female,1,1
32,7,CFD-WM-239-128-N.jpg,7,white,male,4,2
32,8,CFD-BM-229-209-N.jpg,8,black,male,2,2
32,9,CFD-AM-234-355-N.jpg,9,asian,male,1,2
32,10,CFD-LF-201-035-N.jpg,10,latinx,female,3,1
32,11,CFD-WF-211-001-N.jpg,11,white,female,4,1
32,12,CFD-BF-235-168-N.jpg,12,black,female,2,1
32,13,CFD-BF-221-223-N.jpg,13,black,female,2,1
33,1,CFD-WF-213-031-N.jpg,1,white,female,4,1
33,2,CFD-WM-245-123-N.jpg,2,white,male,4,2
33,3,CFD-AF-224-026-N.jpg,3,asian,female,1,1
33,4,CFD-BF-222-240-N.jpg,4,black,female,2,1
33,5,CFD-WM-239-128-N.jpg,5,white,male,4,2
33,6,CFD-AM-211-052-N.jpg,6,asian,male,1,2
33,7,CFD-LF-229-164-N.jpg,7,latinx,female,3,1
33,8,CFD-LM-239-075-N.jpg,8,latinx,male,3,2
33,9,CFD-AF-209-006-N.jpg,9,asian,female,1,1
33,10,CFD-BF-210-130-N.jpg,10,black,female,2,1
33,11,CFD-BM-217-082-N.jpg,11,black,male,2,2
33,12,CFD-LF-206-078-N.jpg,12,latinx,female,3,1
33,13,CFD-AM-242-176-N.jpg,13,asian,male,1,2
34,1,CFD-AF-208-003-N.jpg,1,asian,female,1,1
34,2,CFD-WM-235-147-N.jpg,2,white,male,4,2
34,3,CFD-BM-207-024-N.jpg,3,black,male,2,2
34,4,CFD-BF-222-240-N.jpg,4,black,female,2,1
34,5,CFD-BF-217-189-N.jpg,5,black,female,2,1
34,6,CFD-AM-211-052-N.jpg,6,asian,male,1,2
34,7,CFD-LF-252-172-N.jpg,7,latinx,female,3,1
34,8,CFD-LF-208-127-N.jpg,8,latinx,female,3,1
34,9,CFD-WF-247-065-N.jpg,9,white,female,4,1
34,10,CFD-LM-252-076-N.jpg,10,latinx,male,3,2
34,11,CFD-WM-230-131-N.jpg,11,white,male,4,2
34,12,CFD-AM-228-214-N.jpg,12,asian,male,1,2
34,13,CFD-LM-200-045-N.jpg,13,latinx,male,3,2
35,1,CFD-LM-216-082-N.jpg,1,latinx,male,3,2
35,2,CFD-BF-235-168-N.jpg,2,black,female,2,1
35,3,CFD-LF-228-125-N.jpg,3,latinx,female,3,1
35,4,CFD-BM-247-240-N.jpg,4,black,male,2,2
35,5,CFD-LM-231-214-N.jpg,5,latinx,male,3,2
35,6,CFD-WF-223-133-N.jpg,6,white,female,4,1
35,7,CFD-WM-229-129-N.jpg,7,white,male,4,2
35,8,CFD-BM-204-003-N.jpg,8,black,male,2,2
