"view_history","rt","trial_purpose","trial_type","trial_index","time_elapsed","internal_node_id","sub_id","bonus","stimulus","response","rep","display_left","from_id","from_face","from_name","to_id","to_face","to_name","friendship","correct","slider_start"
"[{""page_index"":0,""viewing_time"":2615}]","2616","confirm_correct","instructions","0","2616","0.0-0.0","14","3","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":272442},{""page_index"":1,""viewing_time"":13851},{""page_index"":2,""viewing_time"":2033}]","288326","instructions","instructions","1","290933","0.0-1.0","14","3","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5679},{""page_index"":1,""viewing_time"":6466},{""page_index"":2,""viewing_time"":9734},{""page_index"":3,""viewing_time"":6700}]","28579","instructions","instructions","2","319515","0.0-2.0","14","3","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","3","320022","0.0-3.0-0.0","14","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","4","322532","0.0-3.0-1.0","14","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Justin
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-246-192-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            David
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-226-276-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","3","stims/img/CFD-BM-246-192-N.jpg","Justin","5","stims/img/CFD-BM-226-276-N.jpg","David","","",""
"","null","fixation","html-keyboard-response","5","323037","0.0-3.0-0.1","14","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","6","325543","0.0-3.0-1.1","14","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Lucas
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-244-068-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Jonathan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-251-124-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","6","stims/img/CFD-LM-244-068-N.jpg","Lucas","7","stims/img/CFD-AM-251-124-N.jpg","Jonathan","","",""
"","null","fixation","html-keyboard-response","7","326051","0.0-3.0-0.2","14","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","8","328558","0.0-3.0-1.2","14","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Melanie
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-207-198-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Mia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-208-068-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","2","stims/img/CFD-LF-207-198-N.jpg","Melanie","4","stims/img/CFD-WF-208-068-N.jpg","Mia","","",""
"","null","fixation","html-keyboard-response","9","329065","0.0-3.0-0.3","14","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
