"view_history","rt","trial_purpose","trial_type","trial_index","time_elapsed","internal_node_id","sub_id","bonus","stimulus","response","rep","display_left","from_id","from_face","from_name","to_id","to_face","to_name","friendship","correct","slider_start"
"[{""page_index"":0,""viewing_time"":261599}]","261599","confirm_correct","instructions","0","373490","0.0-0.0","28","5","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":880855},{""page_index"":1,""viewing_time"":26585},{""page_index"":2,""viewing_time"":20533}]","927973","instructions","instructions","1","1301426","0.0-1.0","28","5","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5711},{""page_index"":1,""viewing_time"":9633},{""page_index"":2,""viewing_time"":26336},{""page_index"":3,""viewing_time"":17033}]","58713","instructions","instructions","2","1360143","0.0-2.0","28","5","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","3","1360651","0.0-3.0-0.0","28","5","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","4","1363160","0.0-3.0-1.0","28","5","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Jayden
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-200-045-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Sarah
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-230-158-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","2","stims/img/CFD-WF-230-158-N.jpg","Sarah","4","stims/img/CFD-LM-200-045-N.jpg","Jayden","","",""
"","null","fixation","html-keyboard-response","5","1363668","0.0-3.0-0.1","28","5","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","6","1366177","0.0-3.0-1.1","28","5","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Luis
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-211-128-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Ivy
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-247-278-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","10","stims/img/CFD-AF-247-278-N.jpg","Ivy","12","stims/img/CFD-LM-211-128-N.jpg","Luis","","",""
"","null","fixation","html-keyboard-response","7","1366684","0.0-3.0-0.2","28","5","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","8","1369192","0.0-3.0-1.2","28","5","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Tristan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-239-136-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Jasmine
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-250-200-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","8","stims/img/CFD-BM-239-136-N.jpg","Tristan","9","stims/img/CFD-AF-250-200-N.jpg","Jasmine","","",""
"","null","fixation","html-keyboard-response","9","1369699","0.0-3.0-0.3","28","5","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","10","1372207","0.0-3.0-1.3","28","5","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Jayden
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-200-045-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Samuel
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-229-129-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","4","stims/img/CFD-LM-200-045-N.jpg","Jayden","6","stims/img/CFD-WM-229-129-N.jpg","Samuel","","",""
"","null","fixation","html-keyboard-response","11","1372713","0.0-3.0-0.4","28","5","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
