"view_history","rt","trial_purpose","trial_type","trial_index","time_elapsed","internal_node_id","sub_id","bonus","stimulus","response","rep","display_left","from_id","from_face","from_name","to_id","to_face","to_name","friendship","correct","slider_start"
"[{""page_index"":0,""viewing_time"":70533}]","70533","confirm_correct","instructions","0","70531","0.0-0.0","30","4","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":14311},{""page_index"":1,""viewing_time"":16952},{""page_index"":2,""viewing_time"":6566}]","37830","instructions","instructions","1","108363","0.0-1.0","30","4","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":11398},{""page_index"":1,""viewing_time"":10417},{""page_index"":2,""viewing_time"":29902},{""page_index"":3,""viewing_time"":10716}]","62433","instructions","instructions","2","170795","0.0-2.0","30","4","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","3","171303","0.0-3.0-0.0","30","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","4","173809","0.0-3.0-1.0","30","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Matthew
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-200-045-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Nathaniel
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-226-276-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","11","stims/img/CFD-LM-200-045-N.jpg","Matthew","13","stims/img/CFD-BM-226-276-N.jpg","Nathaniel","","",""
"","null","fixation","html-keyboard-response","5","174318","0.0-3.0-0.1","30","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","6","176825","0.0-3.0-1.1","30","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Andrew
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-220-134-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Victoria
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-247-065-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","3","stims/img/CFD-AM-220-134-N.jpg","Andrew","4","stims/img/CFD-WF-247-065-N.jpg","Victoria","","",""
"","null","fixation","html-keyboard-response","7","177331","0.0-3.0-0.2","30","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","8","179840","0.0-3.0-1.2","30","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Liam
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-208-068-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Hailey
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-254-125-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","8","stims/img/CFD-LF-254-125-N.jpg","Hailey","9","stims/img/CFD-WM-208-068-N.jpg","Liam","","",""
"","null","fixation","html-keyboard-response","9","180346","0.0-3.0-0.3","30","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","10","182852","0.0-3.0-1.3","30","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Liam
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-208-068-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Matthew
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-200-045-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","9","stims/img/CFD-WM-208-068-N.jpg","Liam","11","stims/img/CFD-LM-200-045-N.jpg","Matthew","","",""
