"view_history","rt","trial_purpose","trial_type","trial_index","time_elapsed","internal_node_id","sub_id","bonus","stimulus","response","rep","display_left","from_id","from_face","from_name","to_id","to_face","to_name","friendship","correct","slider_start"
"[{""page_index"":0,""viewing_time"":5261}]","5261","confirm_correct","instructions","0","5262","0.0-0.0","24","3","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1262075},{""page_index"":1,""viewing_time"":10082},{""page_index"":2,""viewing_time"":8400}]","1280559","instructions","instructions","1","1285732","0.0-1.0","24","3","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":11044},{""page_index"":1,""viewing_time"":6985},{""page_index"":2,""viewing_time"":20267},{""page_index"":3,""viewing_time"":8567}]","46863","instructions","instructions","2","1332597","0.0-2.0","24","3","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","3","1333106","0.0-3.0-0.0","24","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","4","1335617","0.0-3.0-1.0","24","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Jasmine
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-256-160-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Dylan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-216-082-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","4","stims/img/CFD-AF-256-160-N.jpg","Jasmine","6","stims/img/CFD-LM-216-082-N.jpg","Dylan","","",""
"","null","fixation","html-keyboard-response","5","1336125","0.0-3.0-0.1","24","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","6","1338632","0.0-3.0-1.1","24","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Jasmine
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-256-160-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Ella
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-213-031-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","3","stims/img/CFD-WF-213-031-N.jpg","Ella","4","stims/img/CFD-AF-256-160-N.jpg","Jasmine","","",""
"","null","fixation","html-keyboard-response","7","1339139","0.0-3.0-0.2","24","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","8","1341647","0.0-3.0-1.2","24","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Sarah
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-234-086-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Lucas
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-214-026-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","1","stims/img/CFD-WF-234-086-N.jpg","Sarah","2","stims/img/CFD-WM-214-026-N.jpg","Lucas","","",""
"","null","fixation","html-keyboard-response","9","1342154","0.0-3.0-0.3","24","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
