"view_history","rt","trial_purpose","trial_type","trial_index","time_elapsed","internal_node_id","sub_id","bonus","stimulus","response","rep","display_left","from_id","from_face","from_name","to_id","to_face","to_name","friendship","correct","slider_start"
"[{""page_index"":0,""viewing_time"":363100}]","363100","confirm_correct","instructions","0","363086","0.0-0.0","25","3","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":64932},{""page_index"":1,""viewing_time"":3567},{""page_index"":2,""viewing_time"":1683}]","70182","instructions","instructions","1","433268","0.0-1.0","25","3","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1614},{""page_index"":1,""viewing_time"":7001},{""page_index"":2,""viewing_time"":12533},{""page_index"":3,""viewing_time"":1301}]","22449","instructions","instructions","2","455719","0.0-2.0","25","3","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","3","456228","0.0-3.0-0.0","25","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","4","458736","0.0-3.0-1.0","25","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Christopher
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-207-004-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Anthony
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-214-165-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","1","stims/img/CFD-LM-214-165-N.jpg","Anthony","8","stims/img/CFD-LM-207-004-N.jpg","Christopher","","",""
"","null","fixation","html-keyboard-response","5","459244","0.0-3.0-0.1","25","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","6","461751","0.0-3.0-1.1","25","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Elijah
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-210-148-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Camila
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-213-079-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","4","stims/img/CFD-BM-210-148-N.jpg","Elijah","5","stims/img/CFD-LF-213-079-N.jpg","Camila","","",""
"","null","fixation","html-keyboard-response","7","462258","0.0-3.0-0.2","25","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","8","464765","0.0-3.0-1.2","25","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Ava
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-242-154-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Iris
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-227-207-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","12","stims/img/CFD-BF-242-154-N.jpg","Ava","13","stims/img/CFD-AF-227-207-N.jpg","Iris","","",""
"","null","fixation","html-keyboard-response","9","465272","0.0-3.0-0.3","25","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","10","467780","0.0-3.0-1.3","25","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Angelina
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-244-096-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Camila
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-213-079-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","3","stims/img/CFD-LF-244-096-N.jpg","Angelina","5","stims/img/CFD-LF-213-079-N.jpg","Camila","","",""
"","null","fixation","html-keyboard-response","11","468286","0.0-3.0-0.4","25","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
