"view_history","rt","trial_purpose","trial_type","trial_index","time_elapsed","internal_node_id","sub_id","bonus","stimulus","response","rep","display_left","from_id","from_face","from_name","to_id","to_face","to_name","friendship","correct","slider_start"
"[{""page_index"":0,""viewing_time"":1538}]","1538","confirm_correct","instructions","0","1540","0.0-0.0","20","3","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":25600},{""page_index"":1,""viewing_time"":3017},{""page_index"":2,""viewing_time"":1500}]","30117","instructions","instructions","1","31658","0.0-1.0","20","3","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1497},{""page_index"":1,""viewing_time"":1567},{""page_index"":2,""viewing_time"":11717},{""page_index"":3,""viewing_time"":3417}]","18199","instructions","instructions","2","49858","0.0-2.0","20","3","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","3","50364","0.0-3.0-0.0","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","4","52873","0.0-3.0-1.0","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Amy
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-225-164-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Emma
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-211-066-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","8","stims/img/CFD-LF-225-164-N.jpg","Amy","9","stims/img/CFD-AF-211-066-N.jpg","Emma","","",""
"","null","fixation","html-keyboard-response","5","53381","0.0-3.0-0.1","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","6","55888","0.0-3.0-1.1","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Mia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-216-132-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Sophia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-219-038-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","3","stims/img/CFD-BF-216-132-N.jpg","Mia","5","stims/img/CFD-WF-219-038-N.jpg","Sophia","","",""
"","null","fixation","html-keyboard-response","7","56396","0.0-3.0-0.2","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","8","58906","0.0-3.0-1.2","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Christopher
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-223-175-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Emily
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-251-057-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","1","stims/img/CFD-LF-251-057-N.jpg","Emily","2","stims/img/CFD-LM-223-175-N.jpg","Christopher","","",""
"","null","fixation","html-keyboard-response","9","59416","0.0-3.0-0.3","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","10","61925","0.0-3.0-1.3","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Mia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-216-132-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Matthew
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-230-131-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","3","stims/img/CFD-BF-216-132-N.jpg","Mia","4","stims/img/CFD-WM-230-131-N.jpg","Matthew","","",""
"","null","fixation","html-keyboard-response","11","62432","0.0-3.0-0.4","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","12","64937","0.0-3.0-1.4","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Matthew
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-230-131-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Isaiah
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-207-024-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","4","stims/img/CFD-WM-230-131-N.jpg","Matthew","6","stims/img/CFD-BM-207-024-N.jpg","Isaiah","","",""
"","null","fixation","html-keyboard-response","13","65444","0.0-3.0-0.5","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","14","67952","0.0-3.0-1.5","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Andrew
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-225-102-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Joseph
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-231-112-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","10","stims/img/CFD-WM-231-112-N.jpg","Joseph","12","stims/img/CFD-AM-225-102-N.jpg","Andrew","","",""
"","null","fixation","html-keyboard-response","15","68458","0.0-3.0-0.6","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","16","70966","0.0-3.0-1.6","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Nia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-223-250-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Sophia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-219-038-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","5","stims/img/CFD-WF-219-038-N.jpg","Sophia","7","stims/img/CFD-BF-223-250-N.jpg","Nia","","",""
"","null","fixation","html-keyboard-response","17","71472","0.0-3.0-0.7","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","18","73977","0.0-3.0-1.7","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Amy
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-225-164-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Joseph
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-231-112-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","8","stims/img/CFD-LF-225-164-N.jpg","Amy","10","stims/img/CFD-WM-231-112-N.jpg","Joseph","","",""
"","null","fixation","html-keyboard-response","19","74479","0.0-3.0-0.8","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","20","76986","0.0-3.0-1.8","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Sophia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-219-038-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Matthew
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-230-131-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","4","stims/img/CFD-WM-230-131-N.jpg","Matthew","5","stims/img/CFD-WF-219-038-N.jpg","Sophia","","",""
"","null","fixation","html-keyboard-response","21","77493","0.0-3.0-0.9","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","22","80000","0.0-3.0-1.9","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Andrew
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-225-102-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Aiden
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-210-148-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","11","stims/img/CFD-BM-210-148-N.jpg","Aiden","12","stims/img/CFD-AM-225-102-N.jpg","Andrew","","",""
"","null","fixation","html-keyboard-response","23","80507","0.0-3.0-0.10","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","24","83012","0.0-3.0-1.10","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Amy
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-225-164-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Emily
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-251-057-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","1","stims/img/CFD-LF-251-057-N.jpg","Emily","8","stims/img/CFD-LF-225-164-N.jpg","Amy","","",""
"","null","fixation","html-keyboard-response","25","83519","0.0-3.0-0.11","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","26","86027","0.0-3.0-1.11","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Aiden
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-210-148-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Alexandra
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-214-122-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","11","stims/img/CFD-BM-210-148-N.jpg","Aiden","13","stims/img/CFD-WF-214-122-N.jpg","Alexandra","","",""
"","null","fixation","html-keyboard-response","27","86531","0.0-3.0-0.12","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","28","89038","0.0-3.0-1.12","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Nia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-223-250-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Isaiah
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-207-024-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","6","stims/img/CFD-BM-207-024-N.jpg","Isaiah","7","stims/img/CFD-BF-223-250-N.jpg","Nia","","",""
"","null","fixation","html-keyboard-response","29","89540","0.0-3.0-0.13","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","30","92047","0.0-3.0-1.13","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Alexandra
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-214-122-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Andrew
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-225-102-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","12","stims/img/CFD-AM-225-102-N.jpg","Andrew","13","stims/img/CFD-WF-214-122-N.jpg","Alexandra","","",""
"","null","fixation","html-keyboard-response","31","92553","0.0-3.0-0.14","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","32","95060","0.0-3.0-1.14","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Christopher
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-223-175-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Mia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-216-132-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","2","stims/img/CFD-LM-223-175-N.jpg","Christopher","3","stims/img/CFD-BF-216-132-N.jpg","Mia","","",""
"","null","fixation","html-keyboard-response","33","95563","0.0-3.0-0.15","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","34","98070","0.0-3.0-1.15","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Emma
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-211-066-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Aiden
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-210-148-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","9","stims/img/CFD-AF-211-066-N.jpg","Emma","11","stims/img/CFD-BM-210-148-N.jpg","Aiden","","",""
"","null","fixation","html-keyboard-response","35","98575","0.0-3.0-0.16","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","36","101082","0.0-3.0-1.16","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Christopher
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-223-175-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Matthew
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-230-131-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","2","stims/img/CFD-LM-223-175-N.jpg","Christopher","4","stims/img/CFD-WM-230-131-N.jpg","Matthew","","",""
"","2274","break","html-keyboard-response","37","103359","0.0-3.0-2.16-0.16","20","3","If you'd like to take a break before continuing, 
    please do so now. <p>To continue, please press the spacebar.</p>"," ","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","38","103865","0.0-3.0-0.17","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","39","106373","0.0-3.0-1.17","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Joseph
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-231-112-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Amy
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-225-164-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","false","8","stims/img/CFD-LF-225-164-N.jpg","Amy","10","stims/img/CFD-WM-231-112-N.jpg","Joseph","","",""
"","null","fixation","html-keyboard-response","40","106878","0.0-3.0-0.18","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","41","109385","0.0-3.0-1.18","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Andrew
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-225-102-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Alexandra
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-214-122-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","true","12","stims/img/CFD-AM-225-102-N.jpg","Andrew","13","stims/img/CFD-WF-214-122-N.jpg","Alexandra","","",""
"","null","fixation","html-keyboard-response","42","109892","0.0-3.0-0.19","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","43","112399","0.0-3.0-1.19","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Amy
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-225-164-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Emma
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-211-066-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","true","8","stims/img/CFD-LF-225-164-N.jpg","Amy","9","stims/img/CFD-AF-211-066-N.jpg","Emma","","",""
"","null","fixation","html-keyboard-response","44","112906","0.0-3.0-0.20","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","45","115413","0.0-3.0-1.20","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Emily
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-251-057-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Christopher
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-223-175-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","true","1","stims/img/CFD-LF-251-057-N.jpg","Emily","2","stims/img/CFD-LM-223-175-N.jpg","Christopher","","",""
"","null","fixation","html-keyboard-response","46","115919","0.0-3.0-0.21","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","47","118427","0.0-3.0-1.21","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Nia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-223-250-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Isaiah
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-207-024-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","false","6","stims/img/CFD-BM-207-024-N.jpg","Isaiah","7","stims/img/CFD-BF-223-250-N.jpg","Nia","","",""
"","null","fixation","html-keyboard-response","48","118935","0.0-3.0-0.22","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","49","121444","0.0-3.0-1.22","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Mia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-216-132-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Matthew
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-230-131-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","true","3","stims/img/CFD-BF-216-132-N.jpg","Mia","4","stims/img/CFD-WM-230-131-N.jpg","Matthew","","",""
"","null","fixation","html-keyboard-response","50","121951","0.0-3.0-0.23","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","51","124460","0.0-3.0-1.23","20","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Sophia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-219-038-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Matthew
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-230-131-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","false","4","stims/img/CFD-WM-230-131-N.jpg","Matthew","5","stims/img/CFD-WF-219-038-N.jpg","Sophia","","",""
"","null","fixation","html-keyboard-response","52","124964","0.0-3.0-0.24","20","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
