"view_history","rt","trial_purpose","trial_type","trial_index","time_elapsed","internal_node_id","sub_id","bonus","stimulus","response","rep","display_left","from_id","from_face","from_name","to_id","to_face","to_name","friendship","correct","slider_start"
"[{""page_index"":0,""viewing_time"":10195}]","10195","confirm_correct","instructions","0","10196","0.0-0.0","26","4","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":45681},{""page_index"":1,""viewing_time"":3517},{""page_index"":2,""viewing_time"":4484}]","53682","instructions","instructions","1","63880","0.0-1.0","26","4","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2845},{""page_index"":1,""viewing_time"":2550},{""page_index"":2,""viewing_time"":10784},{""page_index"":3,""viewing_time"":3716}]","19896","instructions","instructions","2","83777","0.0-2.0","26","4","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","3","84284","0.0-3.0-0.0","26","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","4","86793","0.0-3.0-1.0","26","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            James
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-251-002-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Ryan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-244-068-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","4","stims/img/CFD-WM-251-002-N.jpg","James","5","stims/img/CFD-LM-244-068-N.jpg","Ryan","","",""
"","null","fixation","html-keyboard-response","5","87300","0.0-3.0-0.1","26","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","6","89808","0.0-3.0-1.1","26","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            James
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-251-002-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Daniel
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-252-114-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","3","stims/img/CFD-AM-252-114-N.jpg","Daniel","4","stims/img/CFD-WM-251-002-N.jpg","James","","",""
"","null","fixation","html-keyboard-response","7","90310","0.0-3.0-0.2","26","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","8","92818","0.0-3.0-1.2","26","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Hailey
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-208-127-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Kimberly
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-213-079-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","9","stims/img/CFD-LF-208-127-N.jpg","Hailey","11","stims/img/CFD-LF-213-079-N.jpg","Kimberly","","",""
"","null","fixation","html-keyboard-response","9","93327","0.0-3.0-0.3","26","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
