"view_history","rt","trial_purpose","trial_type","trial_index","time_elapsed","internal_node_id","sub_id","bonus","stimulus","response","rep","display_left","from_id","from_face","from_name","to_id","to_face","to_name","friendship","correct","slider_start"
"","546","memory_conf","html-keyboard-response","697","1304688","0.0-6.0-2.113","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Lucas
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-244-222-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Joseph
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-212-143-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","698","1305444","0.0-6.0-0.114","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","3957","memory_resp","html-keyboard-response","699","1309402","0.0-6.0-1.114","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Ethan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-229-224-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Ava
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-244-231-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","j","","true","9","stims/img/CFD-AM-229-224-N.jpg","Ethan","4","stims/img/CFD-BF-244-231-N.jpg","Ava","false","false",""
"","241","memory_conf","html-keyboard-response","700","1309646","0.0-6.0-2.114","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Ethan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-229-224-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Ava
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-244-231-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","701","1310403","0.0-6.0-0.115","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","1010","memory_resp","html-keyboard-response","702","1311415","0.0-6.0-1.115","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Olivia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-231-099-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Joseph
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-212-143-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","j","","true","12","stims/img/CFD-WF-231-099-N.jpg","Olivia","13","stims/img/CFD-LM-212-143-N.jpg","Joseph","true","true",""
"","193","memory_conf","html-keyboard-response","703","1311611","0.0-6.0-2.115","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Olivia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-231-099-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Joseph
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-212-143-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","704","1312368","0.0-6.0-0.116","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","1352","memory_resp","html-keyboard-response","705","1313722","0.0-6.0-1.116","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Lucas
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-244-222-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Ethan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-229-224-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","j","","true","5","stims/img/CFD-AM-244-222-N.jpg","Lucas","9","stims/img/CFD-AM-229-224-N.jpg","Ethan","false","false",""
"","229","memory_conf","html-keyboard-response","706","1313953","0.0-6.0-2.116","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Lucas
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-244-222-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Ethan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-229-224-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","707","1314709","0.0-6.0-0.117","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","2934","memory_resp","html-keyboard-response","708","1317645","0.0-6.0-1.117","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Henry
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-237-052-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Ava
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-244-231-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","j","","true","7","stims/img/CFD-WM-237-052-N.jpg","Henry","4","stims/img/CFD-BF-244-231-N.jpg","Ava","false","false",""
"","201","memory_conf","html-keyboard-response","709","1317848","0.0-6.0-2.117","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Henry
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-237-052-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Ava
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-244-231-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","710","1318604","0.0-6.0-0.118","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","1007","memory_resp","html-keyboard-response","711","1319614","0.0-6.0-1.118","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Christian
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-200-046-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Ayden
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-235-226-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","j","","true","1","stims/img/CFD-BM-200-046-N.jpg","Christian","8","stims/img/CFD-BM-235-226-N.jpg","Ayden","true","true",""
"","176","memory_conf","html-keyboard-response","712","1319792","0.0-6.0-2.118","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Christian
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-200-046-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Ayden
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-235-226-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","713","1320548","0.0-6.0-0.119","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","2194","memory_resp","html-keyboard-response","714","1322744","0.0-6.0-1.119","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Olivia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-231-099-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Elizabeth
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-208-068-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","f","","true","12","stims/img/CFD-WF-231-099-N.jpg","Olivia","2","stims/img/CFD-WF-208-068-N.jpg","Elizabeth","false","true",""
"","289","memory_conf","html-keyboard-response","715","1323036","0.0-6.0-2.119","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Olivia
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-231-099-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Elizabeth
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-208-068-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","716","1323792","0.0-6.0-0.120","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","1932","memory_resp","html-keyboard-response","717","1325725","0.0-6.0-1.120","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Ava
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-244-231-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Madison
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-221-223-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","f","","true","4","stims/img/CFD-BF-244-231-N.jpg","Ava","11","stims/img/CFD-BF-221-223-N.jpg","Madison","false","true",""
"","239","memory_conf","html-keyboard-response","718","1325967","0.0-6.0-2.120","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Ava
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-244-231-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Madison
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-221-223-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","719","1326724","0.0-6.0-0.121","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","1208","memory_resp","html-keyboard-response","720","1327935","0.0-6.0-1.121","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Ethan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-229-224-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Vicky
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-229-160-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","j","","true","9","stims/img/CFD-AM-229-224-N.jpg","Ethan","10","stims/img/CFD-AF-229-160-N.jpg","Vicky","false","false",""
"","181","memory_conf","html-keyboard-response","721","1328118","0.0-6.0-2.121","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Ethan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-229-224-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Vicky
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-229-160-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","722","1328875","0.0-6.0-0.122","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","1762","memory_resp","html-keyboard-response","723","1330638","0.0-6.0-1.122","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Vicky
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-229-160-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Henry
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-237-052-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","f","","true","10","stims/img/CFD-AF-229-160-N.jpg","Vicky","7","stims/img/CFD-WM-237-052-N.jpg","Henry","false","true",""
"","144","memory_conf","html-keyboard-response","724","1330785","0.0-6.0-2.122","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Vicky
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-229-160-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Henry
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-237-052-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","725","1331542","0.0-6.0-0.123","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","1595","memory_resp","html-keyboard-response","726","1333139","0.0-6.0-1.123","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Lucas
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-244-222-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Elizabeth
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-208-068-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","f","","true","5","stims/img/CFD-AM-244-222-N.jpg","Lucas","2","stims/img/CFD-WF-208-068-N.jpg","Elizabeth","false","true",""
"","214","memory_conf","html-keyboard-response","727","1333355","0.0-6.0-2.123","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Lucas
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-244-222-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Elizabeth
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-208-068-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","728","1334112","0.0-6.0-0.124","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","1813","memory_resp","html-keyboard-response","729","1335927","0.0-6.0-1.124","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Madison
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-221-223-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Vicky
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-229-160-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","f","","true","11","stims/img/CFD-BF-221-223-N.jpg","Madison","10","stims/img/CFD-AF-229-160-N.jpg","Vicky","false","true",""
"","203","memory_conf","html-keyboard-response","730","1336132","0.0-6.0-2.124","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Madison
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-221-223-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Vicky
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-229-160-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","731","1336889","0.0-6.0-0.125","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
