"view_history","rt","trial_purpose","trial_type","trial_index","time_elapsed","internal_node_id","sub_id","bonus","stimulus","response","rep","display_left","from_id","from_face","from_name","to_id","to_face","to_name","friendship","correct","slider_start"
"[{""page_index"":0,""viewing_time"":57175}]","57175","confirm_correct","instructions","0","57175","0.0-0.0","4","3","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5761},{""page_index"":1,""viewing_time"":7968},{""page_index"":2,""viewing_time"":1517},{""page_index"":1,""viewing_time"":9050},{""page_index"":2,""viewing_time"":5533}]","29829","instructions","instructions","1","87007","0.0-1.0","4","3","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3847},{""page_index"":1,""viewing_time"":4866},{""page_index"":2,""viewing_time"":16051},{""page_index"":3,""viewing_time"":4983}]","29748","instructions","instructions","2","116756","0.0-2.0","4","3","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","3","117265","0.0-3.0-0.0","4","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","4","119774","0.0-3.0-1.0","4","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Leslie
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-225-164-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Anthony
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-231-112-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","5","stims/img/CFD-LF-225-164-N.jpg","Leslie","7","stims/img/CFD-WM-231-112-N.jpg","Anthony","","",""
"","null","fixation","html-keyboard-response","5","120281","0.0-3.0-0.1","4","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","6","122790","0.0-3.0-1.1","4","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Anna
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-214-122-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            David
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-201-077-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","8","stims/img/CFD-WF-214-122-N.jpg","Anna","10","stims/img/CFD-BM-201-077-N.jpg","David","","",""
"","null","fixation","html-keyboard-response","7","123296","0.0-3.0-0.2","4","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","8","125804","0.0-3.0-1.2","4","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Evan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-201-076-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Leah
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-210-130-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","11","stims/img/CFD-BF-210-130-N.jpg","Leah","13","stims/img/CFD-AM-201-076-N.jpg","Evan","","",""
"","null","fixation","html-keyboard-response","9","126311","0.0-3.0-0.3","4","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
